radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
261.247319,0.215,62.274889,0.235,15.878,0.005,2,16.433,0.014,2,NA,NA,0,16.055,0.012,2,15.53,0.026,2,15.455,0.03,2,NA,NA,0,NA,NA,0
261.24942,0.317,62.386201,0.256,15.806,0.03,2,16.569,0.06,2,NA,NA,0,16.123,0.005,2,15.593,0.045,2,15.319,0.035,2,NA,NA,0,NA,NA,0
261.250069,0.372,62.165154,0.183,NA,NA,0,NA,NA,0,NA,NA,0,17.545,0.092,1,16.656,0.104,1,16.41,0.204,1,NA,NA,0,NA,NA,0
261.252927,0.439,62.054305,0.076,NA,NA,0,NA,NA,0,NA,NA,0,17.659,0.104,1,16.339,0.083,1,16.097,0.16,1,NA,NA,0,NA,NA,0
261.253049,0.644,62.049613,0.469,14.714,0.059,2,15.527,0.056,2,NA,NA,0,15.037,0.018,2,14.538,0.015,2,14.404,0.036,1,NA,NA,0,NA,NA,0
261.256962,0.464,61.944632,0.279,16.732,0.105,1,17.684,0.174,1,NA,NA,0,17.196,0.07,1,16.546,0.096,1,15.948,0.137,1,NA,NA,0,NA,NA,0
261.257244,0.108,62.190513,0.106,12.325,0.017,2,12.871,0.016,2,NA,NA,0,12.534,0.029,2,12.173,0.014,2,12.039,0.01,2,NA,NA,0,NA,NA,0
261.271497,0.277,62.254414,0.221,16.479,0.081,1,17.114,0.101,1,NA,NA,0,16.753,0.044,1,NA,NA,0,16.503,0.212,1,NA,NA,0,NA,NA,0
261.273629,0.169,62.270522,0.106,13.39,0.032,2,13.921,0.042,2,NA,NA,0,13.601,0.029,2,13.234,0.024,2,13.11,0.002,2,NA,NA,0,NA,NA,0
261.278733,0.388,62.074711,0.244,16.357,0.075,1,17.242,0.123,1,NA,NA,0,16.838,0.051,1,15.812,0.052,1,15.346,0.078,1,NA,NA,0,NA,NA,0
261.278903,0.542,62.058887,0.156,16.19,0.066,1,16.945,0.092,1,NA,NA,0,16.482,0.071,2,15.655,0.044,1,15.277,0.032,2,NA,NA,0,NA,NA,0
261.280994,0.267,62.052345,0.248,15.059,0.008,2,15.636,0.046,2,NA,NA,0,15.34,0.009,2,14.939,0.08,2,14.834,0.004,2,NA,NA,0,NA,NA,0
261.281585,0.244,61.990942,0.24,16.388,0.082,1,17.086,0.109,1,NA,NA,0,16.768,0.047,1,16.117,0.066,1,15.857,0.124,1,NA,NA,0,NA,NA,0
261.28446,0.585,62.086948,0.481,16.01,0.054,1,16.642,0.07,1,NA,NA,0,16.372,0.032,1,15.809,0.049,1,15.709,0.107,1,NA,NA,0,NA,NA,0
261.286368,0.425,62.09648,0.291,16.263,0.096,2,16.867,0.33,2,NA,NA,0,16.601,0.036,2,15.833,0.057,2,15.597,0.021,2,NA,NA,0,NA,NA,0
261.288109,0.266,61.993204,0.228,16.06,0.061,1,17.432,0.138,1,NA,NA,0,16.692,0.043,1,15.506,0.038,1,14.909,0.056,1,NA,NA,0,NA,NA,0
261.293687,0.346,62.033676,0.241,17.223,0.16,1,17.643,0.172,1,NA,NA,0,17.373,0.082,1,16.81,0.121,1,NA,NA,0,NA,NA,0,NA,NA,0
261.295473,0.29,62.000526,0.023,NA,NA,0,NA,NA,0,NA,NA,0,17.696,0.11,1,17.162,0.166,1,NA,NA,0,NA,NA,0,NA,NA,0
261.301105,0.31,61.975298,0.185,16.22,0.068,1,16.626,0.069,1,NA,NA,0,16.437,0.034,1,NA,NA,0,15.706,0.108,1,NA,NA,0,NA,NA,0
261.304852,0.202,62.263566,0.143,15.341,0.017,2,16.139,0.068,2,NA,NA,0,15.618,0.06,2,15.146,0.063,2,14.983,0.026,2,NA,NA,0,NA,NA,0
261.307577,0.394,62.340423,0.328,16.121,0.107,2,16.722,0.263,2,NA,NA,0,16.569,0.038,1,16.008,0.056,1,NA,NA,0,NA,NA,0,NA,NA,0
261.312301,0.28,61.973311,0.379,15.503,0.036,1,16.206,0.049,1,NA,NA,0,15.721,0.075,2,15.261,0.024,2,15.149,0.003,2,NA,NA,0,NA,NA,0
261.313592,0.151,62.227875,0.169,13.841,0.03,2,14.363,0.001,2,NA,NA,0,14.03,0.036,2,13.711,0.016,2,13.54,0.005,2,NA,NA,0,NA,NA,0
261.31589,0.856,62.132832,0.258,16.789,0.104,1,17.548,0.151,1,NA,NA,0,17.28,0.073,1,16.574,0.096,1,16.09,0.15,1,NA,NA,0,NA,NA,0
261.32032,0.107,62.061678,0.092,12.641,0.021,2,13.119,0.008,2,NA,NA,0,12.824,0.023,2,12.531,0.021,2,12.423,0.009,2,NA,NA,0,NA,NA,0
261.320998,0.243,62.108276,0.278,15.073,0.021,2,15.712,0.025,2,NA,NA,0,15.304,0.011,2,14.739,0.008,2,14.569,0.024,2,NA,NA,0,NA,NA,0
261.322757,0.154,62.126783,0.159,16.603,0.094,1,17.502,0.151,1,NA,NA,0,17.048,0.058,1,16.547,0.096,1,NA,NA,0,NA,NA,0,NA,NA,0
261.324781,0.134,62.045871,0.173,13.904,0.032,2,14.419,0.025,2,NA,NA,0,14.083,0.024,2,13.741,0.005,2,13.604,0.02,2,NA,NA,0,NA,NA,0
261.326886,0.32,62.033847,0.327,16.032,0.133,2,16.733,0.283,2,NA,NA,0,16.391,0.184,2,15.964,0,2,15.877,0.128,1,NA,NA,0,NA,NA,0
261.330373,0.749,62.303638,0.42,16.516,0.078,1,17.168,0.109,1,NA,NA,0,16.908,0.048,1,16.142,0.063,1,15.676,0.098,1,NA,NA,0,NA,NA,0
261.334352,0.194,62.280229,0.235,14.478,0.061,2,15.079,0.011,2,NA,NA,0,14.688,0.015,2,14.288,0.025,2,14.155,0.024,2,NA,NA,0,NA,NA,0
261.340285,0.58,62.014213,0.265,15.957,0.055,1,17.011,0.102,1,NA,NA,0,16.318,0.091,2,15.824,0.052,2,15.526,0.096,1,NA,NA,0,NA,NA,0
261.345936,0.256,62.160638,0.411,17.423,0.183,1,17.57,0.167,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
261.35254,0.498,62.150059,0.075,NA,NA,0,NA,NA,0,NA,NA,0,17.147,0.239,1,16.402,0.168,1,NA,NA,0,NA,NA,0,NA,NA,0
261.356167,0.092,62.000199,0.119,11.26,0.018,2,12.283,0.004,2,NA,NA,0,11.718,0.025,2,10.926,0.016,2,10.567,0.001,2,NA,NA,0,NA,NA,0
261.356716,0.055,62.067988,0.019,16.84,0.114,1,17.606,0.164,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
261.363777,0.277,62.046857,0.239,16.278,0.07,1,17.037,0.097,1,NA,NA,0,16.771,0.112,2,15.993,0.054,1,15.834,0.187,1,NA,NA,0,NA,NA,0
261.392698,0.008,62.128858,0.067,17.254,0.156,1,17.63,0.176,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
261.396289,0.423,62.068137,0.245,16.489,0.082,1,16.864,0.086,1,NA,NA,0,16.775,0.168,1,16.171,0.13,1,15.983,0.216,1,NA,NA,0,NA,NA,0
261.398982,0.279,62.027716,0.282,14.797,0.06,2,15.605,0.068,2,NA,NA,0,15.167,0.029,2,14.559,0.004,2,14.334,0.021,2,NA,NA,0,NA,NA,0
261.40106,0.25,62.147215,0.244,14.792,0.05,2,15.504,0.016,2,NA,NA,0,15.075,0.041,2,14.61,0.018,2,14.413,0.025,2,NA,NA,0,NA,NA,0
261.402183,0.079,62.121531,0.091,13.123,0.011,2,13.699,0.033,2,NA,NA,0,13.357,0.031,2,12.958,0.022,2,12.816,0.006,2,NA,NA,0,NA,NA,0
261.404314,0.35,62.260925,0.297,15.591,0.013,2,16.009,0.03,2,NA,NA,0,15.677,0.074,2,15.382,0.033,2,15.129,0.109,2,NA,NA,0,NA,NA,0
261.413833,0.086,62.165185,0.159,13.54,0.031,2,14.081,0.017,2,NA,NA,0,13.748,0.024,2,13.421,0.008,2,13.296,0.013,2,NA,NA,0,NA,NA,0
261.419103,0.222,62.035687,0.215,14.395,0.01,2,14.818,0.003,2,NA,NA,0,14.547,0.022,2,14.276,0.011,2,14.158,0.005,2,NA,NA,0,NA,NA,0
261.425812,0.579,62.081809,0.085,16.703,0.098,1,17.438,0.141,1,NA,NA,0,16.96,0.052,1,16.37,0.079,1,16.024,0.137,1,NA,NA,0,NA,NA,0
261.444395,0.676,62.162438,0.011,16.826,0.114,1,17.28,0.127,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
