radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
147.084133,0.913,12.584287,0.49,17.187,0.224,3,18.388,0.126,3,NA,NA,0,17.82,0.05,3,17.287,0.022,3,NA,NA,0,NA,NA,0,NA,NA,0
147.084181,0.584,12.671015,0.537,16.666,0.138,6,17.477,0.379,6,NA,NA,0,17.009,0.108,5,16.26,0.086,5,15.842,0.174,4,NA,NA,0,NA,NA,0
147.087339,0.208,12.731748,0.511,NA,NA,0,NA,NA,0,NA,NA,0,18.531,0.279,1,17.706,0.26,1,NA,NA,0,NA,NA,0,NA,NA,0
147.090238,0.435,12.741287,0.27,16.718,0.123,4,17.227,0.259,4,NA,NA,0,16.924,0.051,5,16.565,0.086,5,16.154,0.104,3,NA,NA,0,NA,NA,0
147.090797,0.339,12.532979,0.279,14.984,0.043,4,15.678,0.034,4,NA,NA,0,15.265,0.02,4,14.801,0.041,4,14.663,0.084,4,NA,NA,0,NA,NA,0
147.094491,0.511,12.823724,0.512,NA,NA,0,NA,NA,0,NA,NA,0,18.058,0.101,2,17.045,0.007,2,16.298,0.006,2,NA,NA,0,NA,NA,0
147.101139,0.671,12.694181,0.425,17.746,0.239,1,18.091,0.252,1,NA,NA,0,18.107,0.042,3,17.009,0.086,3,16.811,0.298,1,NA,NA,0,NA,NA,0
147.101176,1.064,12.597981,0.396,NA,NA,0,NA,NA,0,NA,NA,0,18.79,0.275,2,17.181,0.146,2,NA,NA,0,NA,NA,0,NA,NA,0
147.103994,0.538,12.638181,0.844,NA,NA,0,NA,NA,0,NA,NA,0,18.291,0.04,2,17.315,0.105,2,16.897,0.336,1,NA,NA,0,NA,NA,0
147.104648,0.108,12.835351,0.135,11.894,0.028,6,12.898,0.012,6,NA,NA,0,12.38,0.021,6,11.505,0.009,6,11.166,0.037,6,11.046,0.023,1,NA,NA,0
147.10681,0.103,12.671646,0.126,12.051,0.037,6,12.971,0.023,6,NA,NA,0,12.452,0.011,6,11.759,0.02,6,11.467,0.047,6,11.491,0.032,1,NA,NA,0
147.11003,0.651,12.483193,0.555,16.736,0.029,4,17.595,0.19,4,NA,NA,0,17.256,0.092,4,16.655,0.1,4,16.344,0.01,3,NA,NA,0,NA,NA,0
147.116803,0.504,12.783273,0.431,17.841,0.268,1,18.018,0.263,1,NA,NA,0,18.328,0.181,1,17.336,0.172,1,NA,NA,0,NA,NA,0,NA,NA,0
147.11735,0.643,12.451019,0.457,17.133,0.064,2,18.042,0.118,2,NA,NA,0,17.893,0.109,4,16.528,0.021,4,15.57,0.044,4,NA,NA,0,NA,NA,0
147.11776,0.557,12.790457,0.32,16.102,0.039,4,17.108,0.139,4,NA,NA,0,16.617,0.109,6,15.751,0.061,6,15.397,0.107,6,NA,NA,0,NA,NA,0
147.12041,0.279,12.531266,0.214,15.044,0.054,4,15.68,0.04,4,NA,NA,0,15.344,0.024,4,14.925,0.017,4,14.71,0.061,4,NA,NA,0,NA,NA,0
147.126658,0.49,12.48575,0.387,15.56,0.034,4,16.91,0.045,4,NA,NA,0,16.297,0.042,4,14.96,0.045,4,14.205,0.031,4,NA,NA,0,NA,NA,0
147.128312,0.572,12.706177,0.06,NA,NA,0,NA,NA,0,NA,NA,0,18.52,0.236,1,17.703,0.251,1,NA,NA,0,NA,NA,0,NA,NA,0
147.134811,0.404,12.917971,0.167,15.5,0.056,6,16.296,0.053,6,NA,NA,0,15.825,0.053,6,15.239,0.052,6,14.991,0.05,6,NA,NA,0,NA,NA,0
147.136421,0.391,12.696964,0.499,NA,NA,0,NA,NA,0,NA,NA,0,18.109,0.134,3,16.926,0.047,3,16.141,0.178,1,NA,NA,0,NA,NA,0
147.14387,0.613,12.698493,0.275,16.843,0.076,3,17.537,0.067,3,NA,NA,0,17.271,0.085,4,16.611,0.056,4,16.35,0.321,3,NA,NA,0,NA,NA,0
147.144163,0.716,12.845382,0.384,17.606,0.366,2,18.254,0.071,2,NA,NA,0,17.761,0.199,3,17.193,0.12,3,NA,NA,0,NA,NA,0,NA,NA,0
147.144762,0.589,12.63332,0.333,16.477,0.069,3,17.58,0.005,3,NA,NA,0,17.044,0.069,6,16.059,0.074,6,15.77,0.181,5,NA,NA,0,NA,NA,0
147.145222,0.333,12.475224,0.204,9.821,0.005,1,10.45,0.097,4,NA,NA,0,10.24,0.003,1,9.602,0.004,1,9.524,0.008,1,9.402,0.008,1,NA,NA,0
147.145529,0.509,12.421385,0.438,13.63,0.034,4,14.099,0.03,4,NA,NA,0,13.828,0.011,4,13.543,0.037,4,13.45,0.058,4,13.281,0.187,1,NA,NA,0
147.146361,0.308,12.790692,0.74,NA,NA,0,NA,NA,0,NA,NA,0,18.188,0.184,1,17.526,0.21,1,NA,NA,0,NA,NA,0,NA,NA,0
147.154581,0.698,12.756948,0.466,NA,NA,0,NA,NA,0,NA,NA,0,18.409,0.22,3,17.059,0.073,3,16.191,0.12,3,NA,NA,0,NA,NA,0
147.163288,0.38,12.404231,0.603,NA,NA,0,NA,NA,0,NA,NA,0,18.008,0.023,2,17.268,0.121,2,NA,NA,0,NA,NA,0,NA,NA,0
147.164225,0.483,12.404192,0.034,17.334,0.201,1,18.047,0.325,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
147.166,0.294,12.794894,0.197,14.158,0.038,6,14.91,0.038,6,NA,NA,0,14.494,0.017,6,13.961,0.007,6,13.734,0.045,6,13.521,0.193,1,NA,NA,0
147.174374,0.548,12.908057,0.456,NA,NA,0,NA,NA,0,NA,NA,0,18.063,0.018,3,17.287,0.105,3,NA,NA,0,NA,NA,0,NA,NA,0
147.174623,0.472,12.84371,0.337,16.85,0.046,3,17.666,0.305,3,NA,NA,0,17.321,0.057,4,16.537,0.14,4,16.066,0.167,4,NA,NA,0,NA,NA,0
147.175281,0.269,12.798658,0.172,15.794,0.04,6,16.467,0.073,6,NA,NA,0,16.084,0.03,6,15.57,0.06,6,15.328,0.099,5,NA,NA,0,NA,NA,0
147.177231,0.452,12.404123,0.303,14.935,0.044,4,15.537,0.058,4,NA,NA,0,15.198,0.028,4,14.789,0.016,4,14.588,0.078,4,NA,NA,0,NA,NA,0
147.180351,0.334,12.782276,0.053,NA,NA,0,NA,NA,0,NA,NA,0,18.106,0.165,1,17.711,0.245,1,NA,NA,0,NA,NA,0,NA,NA,0
147.182144,0.545,12.863424,0.267,16.563,0.087,4,17.291,0.079,4,NA,NA,0,16.989,0.267,6,16.424,0.02,6,16.146,0.229,3,NA,NA,0,NA,NA,0
147.185305,0.149,12.894249,0.188,13.289,0.021,6,13.827,0.021,6,NA,NA,0,13.497,0.011,6,13.142,0.015,6,13.014,0.034,6,13.197,0.135,1,NA,NA,0
147.185774,0.884,12.664334,0.477,NA,NA,0,NA,NA,0,NA,NA,0,18.151,0.218,4,16.751,0.107,4,16.104,0.177,4,NA,NA,0,NA,NA,0
147.186647,0.414,12.492816,0.273,13.371,0.033,4,14.388,0.039,4,NA,NA,0,13.843,0.022,4,13.04,0.031,4,12.743,0.055,4,12.86,0.124,1,NA,NA,0
147.188841,0.321,12.525763,0.197,15.681,0.069,6,16.601,0.159,6,NA,NA,0,16.146,0.037,5,15.38,0.063,5,15.01,0.077,5,NA,NA,0,NA,NA,0
147.189954,0.425,12.924431,0.454,NA,NA,0,NA,NA,0,NA,NA,0,18.672,0.143,3,17.172,0.041,3,16.306,0.127,3,NA,NA,0,NA,NA,0
147.191573,0.401,12.658511,0.279,16.186,0.101,5,16.849,0.108,5,NA,NA,0,16.4,0.083,6,16.048,0.052,6,15.71,0.105,5,NA,NA,0,NA,NA,0
147.192901,0.43,12.477644,0.484,14.161,0.047,4,15.04,0.031,4,NA,NA,0,14.573,0.023,4,13.85,0.016,4,13.525,0.046,4,13.165,0.183,1,NA,NA,0
147.192984,0.787,12.959408,0.401,16.159,0.096,6,16.853,0.092,6,NA,NA,0,16.467,0.061,6,16.027,0.069,6,15.775,0.143,5,NA,NA,0,NA,NA,0
147.202165,0.519,12.781756,0.46,17.25,0.119,3,18.339,0.416,3,NA,NA,0,17.795,0.061,3,17.224,0.114,3,16.649,0.243,1,NA,NA,0,NA,NA,0
147.205131,0.454,12.349109,0.264,15.817,0.053,5,16.5,0.063,5,NA,NA,0,16.127,0.044,6,15.636,0.039,6,15.442,0.113,5,NA,NA,0,NA,NA,0
147.205412,1.21,12.684562,0.704,NA,NA,0,NA,NA,0,NA,NA,0,18.171,0.063,2,17.418,0.037,2,NA,NA,0,NA,NA,0,NA,NA,0
147.207076,0.393,12.610228,0.297,15.781,0.08,6,16.201,0.107,6,NA,NA,0,15.961,0.092,6,15.709,0.063,6,15.54,0.184,6,NA,NA,0,NA,NA,0
147.207869,0.577,12.941297,0.42,17.47,0.218,3,17.879,0.129,3,NA,NA,0,17.601,0.195,4,17.235,0.168,4,NA,NA,0,NA,NA,0,NA,NA,0
147.210252,0.499,12.389992,0.329,15.54,0.073,5,16.461,0.064,5,NA,NA,0,15.934,0.034,6,15.262,0.115,6,15.009,0.204,5,NA,NA,0,NA,NA,0
147.210696,0.615,12.74877,0.327,17.747,0.227,1,18.318,0.283,1,NA,NA,0,18.104,0.068,3,17.379,0.115,3,NA,NA,0,NA,NA,0,NA,NA,0
147.213741,0.391,12.939447,0.371,16.517,0.078,4,17.342,0.201,4,NA,NA,0,16.823,0.12,6,16.115,0.117,6,15.974,0.273,5,NA,NA,0,NA,NA,0
147.215107,0.407,12.522388,0.305,8.745,0.003,1,9.938,0.004,1,NA,NA,0,9.354,0.002,1,8.394,0.002,1,8.227,0.004,1,8.002,0.003,1,NA,NA,0
147.218554,0.36,12.387253,0.283,NA,NA,0,NA,NA,0,NA,NA,0,17.993,0.214,1,17.285,0.217,1,NA,NA,0,NA,NA,0,NA,NA,0
147.22333,0.671,12.331427,0.636,14.52,0.096,5,15.128,0.088,5,NA,NA,0,14.767,0.039,7,14.382,0.099,7,14.23,0.201,5,14.239,0.518,1,NA,NA,0
147.22552,0.451,13.001364,0.203,14.44,0.027,7,15.328,0.071,7,NA,NA,0,14.823,0.027,8,14.148,0.064,8,13.929,0.1,7,NA,NA,0,NA,NA,0
147.228167,0.501,12.976094,0.224,NA,NA,0,NA,NA,0,NA,NA,0,17.927,0.073,3,16.844,0.068,3,16.114,0.057,3,NA,NA,0,NA,NA,0
147.228194,0.457,12.758063,0.29,15.865,0.057,7,16.393,0.134,7,NA,NA,0,16.108,0.077,8,15.683,0.099,8,15.513,0.197,7,NA,NA,0,NA,NA,0
147.228509,0.5,12.934695,0.384,16.516,0.047,4,17.327,0.043,4,NA,NA,0,16.794,0.276,7,16.382,0.094,6,16.191,0.169,3,NA,NA,0,NA,NA,0
147.228751,0.515,12.475986,0.333,15.944,0.02,4,16.428,0.072,4,NA,NA,0,16.195,0.043,6,15.938,0.185,6,15.882,0.106,4,NA,NA,0,NA,NA,0
147.228869,0.454,12.471494,0.343,14.889,0.061,5,15.707,0.052,5,NA,NA,0,15.237,0.007,6,14.615,0.076,6,14.372,0.211,5,NA,NA,0,NA,NA,0
147.228883,0.722,12.429724,0.39,16.907,0.057,3,17.477,0.167,3,NA,NA,0,17.275,0.083,5,16.856,0.14,5,NA,NA,0,NA,NA,0,NA,NA,0
147.23177,0.417,12.93204,0.351,16.73,0.087,3,17.381,0.103,3,NA,NA,0,17.028,0.069,5,16.526,0.11,5,16.22,0.25,4,NA,NA,0,NA,NA,0
147.232381,0.833,12.388923,0.518,16.71,0.072,4,17.343,0.114,4,NA,NA,0,17.037,0.059,5,16.284,0.243,5,15.96,0.098,4,NA,NA,0,NA,NA,0
147.235869,0.58,12.894035,0.435,16.158,0.077,6,17.008,0.226,6,NA,NA,0,16.562,0.051,8,15.9,0.089,8,15.568,0.222,7,NA,NA,0,NA,NA,0
147.237043,0.742,12.841147,0.324,17.076,0.038,3,17.641,0.098,3,NA,NA,0,17.453,0.092,6,16.778,0.163,6,16.46,0.11,3,NA,NA,0,NA,NA,0
147.237158,0.4,12.626017,0.236,15.787,0.097,7,16.671,0.096,7,NA,NA,0,16.142,0.061,8,15.473,0.131,8,15.283,0.196,7,NA,NA,0,NA,NA,0
147.239593,0.328,12.909502,0.314,14.86,0.042,7,15.784,0.055,7,NA,NA,0,15.249,0.02,8,14.559,0.048,8,14.253,0.112,7,NA,NA,0,NA,NA,0
147.239602,0.542,12.410606,0.649,17.554,0.222,1,17.922,0.273,1,NA,NA,0,18.123,0.072,2,17.096,0.128,2,NA,NA,0,NA,NA,0,NA,NA,0
147.240067,0.271,12.387095,0.379,NA,NA,0,NA,NA,0,NA,NA,0,18.291,0.18,1,16.738,0.108,1,16.5,0.228,1,NA,NA,0,NA,NA,0
147.240191,0.555,12.93737,0.292,15.582,0.075,7,16.46,0.13,7,NA,NA,0,16.006,0.083,8,15.28,0.087,8,15.057,0.142,7,NA,NA,0,NA,NA,0
147.240568,0.253,12.545613,0.372,18.016,0.341,1,18.077,0.247,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
147.240906,0.751,12.387169,0.284,NA,NA,0,NA,NA,0,NA,NA,0,18.049,0.212,1,17.139,0.178,1,16.455,0.253,1,NA,NA,0,NA,NA,0
147.24613,0.91,12.790015,0.61,NA,NA,0,NA,NA,0,NA,NA,0,17.991,0.109,5,16.801,0.153,5,16.489,0.206,3,NA,NA,0,NA,NA,0
147.24688,0.405,12.932391,0.263,14.258,0.038,7,15.805,0.051,7,NA,NA,0,14.939,0.04,8,13.644,0.04,8,12.537,0.127,7,12.051,0.057,1,NA,NA,0
147.249008,0.682,12.924221,0.328,17.657,0.14,3,18.068,0.095,3,NA,NA,0,18.006,0.168,3,17.235,0.055,3,NA,NA,0,NA,NA,0,NA,NA,0
147.250529,0.504,12.534353,0.527,16.205,0.089,6,17.157,0.083,6,NA,NA,0,16.585,0.093,8,15.82,0.07,8,15.495,0.085,6,NA,NA,0,NA,NA,0
147.250685,0.569,12.754333,0.497,17.361,0.1,2,18.419,0.536,2,NA,NA,0,17.916,0.182,4,16.853,0.075,4,16.186,0.154,2,NA,NA,0,NA,NA,0
147.251102,0.554,12.485041,0.401,17.5,0.314,2,17.92,0.172,2,NA,NA,0,17.605,0.03,3,17.264,0.139,3,NA,NA,0,NA,NA,0,NA,NA,0
147.260332,0.149,12.553091,0.949,18.038,0.335,1,18.151,0.32,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
147.260485,0.486,12.372161,0.399,14.296,0.084,6,14.977,0.073,6,NA,NA,0,14.56,0.026,6,14.137,0.099,6,13.966,0.19,5,NA,NA,0,NA,NA,0
147.262805,0.35,12.315532,0.332,15.01,0.078,5,15.716,0.025,5,NA,NA,0,15.272,0.065,7,14.865,0.102,7,14.724,0.146,5,NA,NA,0,NA,NA,0
147.263045,0.35,12.984255,0.239,15.431,0.073,7,16.299,0.111,7,NA,NA,0,15.803,0.043,8,15.165,0.076,8,14.887,0.148,7,NA,NA,0,NA,NA,0
147.263122,0.323,12.680943,0.193,15.072,0.052,6,15.685,0.055,6,NA,NA,0,15.368,0.025,6,14.843,0.022,6,14.676,0.081,6,NA,NA,0,NA,NA,0
147.264918,0.274,12.676327,0.523,12.824,0.052,7,13.474,0.071,7,NA,NA,0,13.071,0.019,8,12.655,0.09,8,12.472,0.133,7,12.567,0.093,1,NA,NA,0
147.265286,0.199,12.631719,0.136,10.665,0.057,8,11.556,0.057,7,NA,NA,0,11.056,0.025,6,10.37,0.081,7,10.12,0.152,6,10.112,0.013,1,NA,NA,0
147.267242,0.619,12.346251,0.337,15.85,0.089,6,16.719,0.156,6,NA,NA,0,16.258,0.073,8,15.578,0.088,8,15.365,0.193,6,NA,NA,0,NA,NA,0
147.267636,0.351,12.857169,0.266,14.804,0.048,7,15.425,0.045,7,NA,NA,0,15.038,0.014,8,14.6,0.061,8,14.444,0.144,7,NA,NA,0,NA,NA,0
147.273861,0.291,12.844924,0.211,15.132,0.025,7,15.733,0.093,7,NA,NA,0,15.368,0.019,8,15.011,0.054,8,14.877,0.163,7,NA,NA,0,NA,NA,0
147.27598,0.769,12.911722,0.377,15.995,0.046,6,16.887,0.167,6,NA,NA,0,16.366,0.104,8,15.784,0.072,8,15.638,0.222,7,NA,NA,0,NA,NA,0
147.278359,0.492,12.871802,0.375,17.473,0.191,1,18.218,0.298,1,NA,NA,0,18.219,0.1,3,17.224,0.108,3,NA,NA,0,NA,NA,0,NA,NA,0
147.279051,0.361,12.526667,0.278,13.308,0.061,7,13.997,0.053,7,NA,NA,0,13.579,0.018,8,13.114,0.085,8,12.924,0.151,7,13.28,0.188,1,NA,NA,0
147.280775,0.378,12.652845,0.305,13.696,0.035,7,14.342,0.053,7,NA,NA,0,13.949,0.014,8,13.536,0.071,8,13.359,0.137,7,13.751,0.274,1,NA,NA,0
147.280929,0.675,12.615358,0.496,16.978,0.087,4,17.34,0.304,4,NA,NA,0,17.267,0.035,5,16.825,0.098,5,NA,NA,0,NA,NA,0,NA,NA,0
147.284517,0.288,13.015904,0.141,13.847,0.037,7,14.63,0.06,7,NA,NA,0,14.189,0.024,8,13.615,0.056,8,13.414,0.09,7,NA,NA,0,NA,NA,0
147.285405,0.911,12.818624,0.188,NA,NA,0,NA,NA,0,NA,NA,0,18.814,0.255,1,17.178,0.148,1,16.091,0.161,1,NA,NA,0,NA,NA,0
147.286436,0.335,12.524313,0.297,16.767,0.08,4,17.41,0.161,4,NA,NA,0,17.053,0.025,4,16.585,0.078,4,NA,NA,0,NA,NA,0,NA,NA,0
147.289259,0.705,12.374535,0.609,16.782,0.135,2,17.784,0.104,2,NA,NA,0,17.583,0.198,6,16.112,0.089,6,15.456,0.14,4,NA,NA,0,NA,NA,0
147.289565,0.237,12.881374,0.146,13.887,0.031,7,14.486,0.068,7,NA,NA,0,14.128,0.021,8,13.701,0.057,8,13.552,0.104,7,NA,NA,0,NA,NA,0
147.290555,0.452,12.428278,0.285,15.264,0.076,5,15.866,0.071,5,NA,NA,0,15.459,0.051,6,15.045,0.1,6,14.848,0.125,5,NA,NA,0,NA,NA,0
147.29166,0.805,12.383851,0.785,NA,NA,0,NA,NA,0,NA,NA,0,18.063,0.134,3,17.518,0.124,3,NA,NA,0,NA,NA,0,NA,NA,0
147.295542,0.505,12.628885,0.521,16.494,0.054,4,17.055,0.178,4,NA,NA,0,16.837,0.089,8,16.283,0.146,8,16.081,0.072,4,NA,NA,0,NA,NA,0
147.296068,0.747,12.319409,0.531,16.41,0.163,5,17.198,0.141,5,NA,NA,0,16.727,0.058,7,16.211,0.134,7,15.863,0.15,4,NA,NA,0,NA,NA,0
147.297435,0.912,12.352618,0.617,NA,NA,0,NA,NA,0,NA,NA,0,18.194,0.171,3,17.256,0.061,3,NA,NA,0,NA,NA,0,NA,NA,0
147.297487,0.136,12.64096,0.087,13.225,0.045,7,13.842,0.063,7,NA,NA,0,13.471,0.014,8,13.045,0.071,8,12.88,0.124,7,NA,NA,0,NA,NA,0
147.307096,0.709,12.294245,0.388,16.768,0.097,3,17.63,0.064,3,NA,NA,0,17.231,0.085,5,16.656,0.043,5,16.404,0.12,2,NA,NA,0,NA,NA,0
147.310367,0.369,12.778252,0.528,17.133,0.054,3,18.005,0.098,3,NA,NA,0,17.605,0.027,4,16.888,0.109,4,16.338,0.091,2,NA,NA,0,NA,NA,0
147.310476,0.313,12.506034,0.27,15.205,0.085,7,15.871,0.111,7,NA,NA,0,15.468,0.016,8,15.083,0.101,8,14.9,0.109,7,NA,NA,0,NA,NA,0
147.312083,0.325,12.75794,0.328,17.115,0.044,3,17.87,0.139,3,NA,NA,0,17.352,0.071,4,16.691,0.112,4,16.664,0.188,2,NA,NA,0,NA,NA,0
147.313592,0.359,12.659419,0.446,17.804,0.271,1,17.935,0.216,1,NA,NA,0,17.868,0.141,3,17.355,0.118,3,NA,NA,0,NA,NA,0,NA,NA,0
147.317623,0.404,12.287886,0.263,13.965,0.109,5,14.72,0.06,5,NA,NA,0,14.272,0.044,7,13.752,0.113,7,13.517,0.242,5,NA,NA,0,NA,NA,0
147.318245,0.339,12.316485,0.276,15.623,0.154,5,16.472,0.085,5,NA,NA,0,15.974,0.058,7,15.327,0.114,7,15.019,0.132,4,NA,NA,0,NA,NA,0
147.320498,0.318,12.588613,0.217,15.556,0.07,7,16.16,0.105,7,NA,NA,0,15.795,0.051,8,15.368,0.061,8,15.174,0.133,7,NA,NA,0,NA,NA,0
147.320963,0.558,12.767728,0.422,NA,NA,0,NA,NA,0,NA,NA,0,18.266,0.167,1,17.574,0.212,1,NA,NA,0,NA,NA,0,NA,NA,0
147.322278,0.615,12.351677,0.426,16.169,0.107,6,17.064,0.145,6,NA,NA,0,16.586,0.062,8,16.006,0.099,8,15.753,0.051,5,NA,NA,0,NA,NA,0
147.322507,0.581,12.32852,0.412,16.971,0.137,1,18.246,0.282,1,NA,NA,0,17.947,0.062,4,16.429,0.016,4,15.824,0.041,3,NA,NA,0,NA,NA,0
147.323887,0.497,12.89236,0.372,16.049,0.08,7,16.526,0.111,7,NA,NA,0,16.193,0.048,8,15.879,0.113,8,15.768,0.122,5,NA,NA,0,NA,NA,0
147.325364,0.376,12.706423,0.313,15.535,0.067,7,16.27,0.096,7,NA,NA,0,15.813,0.055,8,15.419,0.131,8,15.164,0.111,7,NA,NA,0,NA,NA,0
147.327351,0.268,13.033496,0.149,13.416,0.018,6,14.147,0.066,6,NA,NA,0,13.725,0.022,8,13.199,0.062,8,13.009,0.045,7,NA,NA,0,NA,NA,0
147.328194,0.235,12.623756,0.282,14.237,0.078,7,15.57,0.067,7,NA,NA,0,14.898,0.027,8,13.654,0.069,8,13.086,0.152,7,NA,NA,0,NA,NA,0
147.32829,0.244,12.45738,0.213,15.676,0.055,5,16.383,0.079,5,NA,NA,0,15.986,0.034,6,15.445,0.064,6,15.244,0.069,4,NA,NA,0,NA,NA,0
147.334712,0.436,12.591203,0.455,17.08,0.042,2,17.926,0.134,2,NA,NA,0,17.625,0.058,4,16.482,0.05,4,15.926,0.154,3,NA,NA,0,NA,NA,0
147.337252,0.288,12.833159,0.275,17.052,0.123,1,18.406,0.286,1,NA,NA,0,17.603,0.17,5,16.38,0.15,5,15.459,0.075,4,NA,NA,0,NA,NA,0
147.341342,0.442,12.776538,0.511,17.444,0.104,2,17.992,0.047,2,NA,NA,0,17.742,0.099,3,17.268,0.07,3,NA,NA,0,NA,NA,0,NA,NA,0
147.342188,0.602,12.709405,0.396,17.529,0.151,3,18.202,0.218,3,NA,NA,0,18.035,0.119,3,17.116,0.036,3,16.488,0.239,1,NA,NA,0,NA,NA,0
147.342245,0.394,12.747388,0.187,14.325,0.039,4,15.127,0.034,4,NA,NA,0,14.72,0.019,4,14.083,0.038,4,13.841,0.062,3,NA,NA,0,NA,NA,0
147.343235,0.133,12.453472,0.164,11.366,0.068,5,11.963,0.065,5,NA,NA,0,11.572,0.024,6,11.204,0.098,6,11.035,0.184,5,NA,NA,0,NA,NA,0
147.343522,0.679,12.618087,0.413,17.414,0.05,2,18.675,0.504,2,NA,NA,0,17.811,0.148,3,17.079,0.147,3,NA,NA,0,NA,NA,0,NA,NA,0
147.344349,0.48,12.772211,0.483,16.64,0.044,5,17.553,0.296,5,NA,NA,0,17.116,0.076,8,16.055,0.091,8,15.671,0.173,7,NA,NA,0,NA,NA,0
147.345096,0.281,12.744063,0.326,11.361,0.039,7,12.042,0.051,7,NA,NA,0,11.639,0.015,8,11.166,0.072,8,10.931,0.089,7,NA,NA,0,NA,NA,0
147.346379,0.712,12.28392,0.5,NA,NA,0,NA,NA,0,NA,NA,0,18.252,0.224,3,17.104,0.102,3,16.278,0.227,1,NA,NA,0,NA,NA,0
147.346584,0.312,12.503743,0.263,13.107,0.073,7,13.881,0.066,7,NA,NA,0,13.42,0.024,8,12.88,0.088,8,12.627,0.162,7,NA,NA,0,NA,NA,0
147.355245,0.21,12.378636,0.256,11.075,0.08,5,11.689,0.061,5,NA,NA,0,11.281,0.024,6,10.883,0.106,6,10.724,0.194,5,NA,NA,0,NA,NA,0
147.356082,0.286,12.81207,0.272,15.089,0.058,7,15.852,0.068,7,NA,NA,0,15.437,0.038,8,14.904,0.049,8,14.721,0.106,7,NA,NA,0,NA,NA,0
147.360467,0.24,12.385628,0.247,13.226,0.081,5,14.129,0.056,5,NA,NA,0,13.589,0.021,6,12.927,0.095,6,12.648,0.202,5,NA,NA,0,NA,NA,0
147.360672,0.582,12.604399,0.326,16.446,0.067,5,17.21,0.082,5,NA,NA,0,16.737,0.087,7,16.34,0.082,7,16.139,0.113,4,NA,NA,0,NA,NA,0
147.362395,0.414,12.316878,0.435,16.485,0.072,3,17.846,0.207,3,NA,NA,0,17.343,0.061,6,16.071,0.2,6,15.338,0.053,4,NA,NA,0,NA,NA,0
147.362889,0.258,12.795319,0.428,NA,NA,0,NA,NA,0,NA,NA,0,18.522,0.243,2,17.349,0.204,2,16.704,0.265,1,NA,NA,0,NA,NA,0
