radeg,"raerr("")",decdeg,"decerr("")",Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
140.810994,0.228,40.374898,0.216,15.236,0.029,2,15.855,0.006,2, , ,0,15.352,0.011,2,15.028,0.032,2,14.76,0.056,2, , ,0, , ,0
140.814103,0.452,40.230395,0.494, , ,0, , ,0, , ,0,17.312,0.061,2,16.695,0.149,2, , ,0, , ,0, , ,0
140.815119,0.057,40.568156,0.063,12.023,0.026,2,12.884,0.022,2, , ,0,12.249,0.034,2,11.697,0.011,2,11.385,0.021,2, , ,0, , ,0
140.822342,0.345,40.20003,0.431,15.161,0.026,2,15.736,0.023,2, , ,0,15.202,0.054,2,14.8,0.012,2,14.484,0.014,2, , ,0, , ,0
140.824846,0.393,40.638061,0.313,15.907,0.077,2,16.961,0.093,2, , ,0,16.181,0.045,2,15.497,0.002,2,15.17,0.016,2, , ,0, , ,0
140.825031,0.43,40.194819,0.351,15.374,0.004,2,15.811,0.023,2, , ,0,15.387,0.044,2,15.258,0.003,2,14.969,0.074,2, , ,0, , ,0
140.832266,0.247,40.358288,0.386,15.721,0.054,2,16.406,0.125,2, , ,0,15.783,0.126,2,15.555,0.03,2,15.279,0.007,2, , ,0, , ,0
140.836639,0.646,40.410912,0.711, , ,0, , ,0, , ,0,15.978,0.031,1,15.232,0.036,1,14.821,0.058,1, , ,0, , ,0
140.846175,0.371,40.621124,0.383,15.885,0.06,1,16.539,0.079,1, , ,0,16.032,0.051,2,15.784,0.073,2,15.694,0.092,2, , ,0, , ,0
140.850482,0.082,40.421592,0.058,13.087,0.026,2,13.552,0.001,2, , ,0,13.079,0.039,2,12.955,0.015,2,12.828,0.071,2, , ,0, , ,0
140.851983,0.661,40.543332,0.316,16.703,0.153,2,17.184,0.166,2, , ,0,16.842,0.009,2,16.417,0.006,2,16.327,0.223,1, , ,0, , ,0
140.853167,0.388,40.558931,0.32, , ,0, , ,0, , ,0,16.945,0.083,1,16.464,0.107,1,16.317,0.242,1, , ,0, , ,0
140.857775,0.597,40.209324,0.401, , ,0, , ,0, , ,0,17.131,0.052,2,16.488,0.01,2,16.041,0.061,2, , ,0, , ,0
140.858859,0.063,40.491643,0.053,12.535,0.034,2,13.059,0.003,2, , ,0,12.572,0.032,2,12.379,0.015,2,12.209,0.038,2, , ,0, , ,0
140.871587,0.298,40.51932,0.249,15.922,0.016,2,16.866,0.061,2, , ,0,16.232,0.02,2,15.504,0.002,2,15.135,0.008,2, , ,0, , ,0
140.875017,0.245,40.670748,0.224,15.244,0.021,2,16.306,0.032,2, , ,0,15.622,0.052,2,14.774,0.001,2,14.44,0.097,2, , ,0, , ,0
140.876678,0.555,40.28813,0.331,16.468,0.16,2,16.859,0.055,2, , ,0,16.319,0.025,2,16.344,0.08,2,16.351,0.21,1, , ,0, , ,0
140.883334,0.264,40.429866,0.367,16.405,0.091,1,16.868,0.102,1, , ,0,16.381,0.09,2,16.162,0.081,2,15.907,0.057,2, , ,0, , ,0
140.886987,0.295,40.257213,0.444,16.358,0.057,2,17.347,0.004,2, , ,0,16.858,0.095,2,15.755,0.038,2,14.912,0.051,2, , ,0, , ,0
140.895298,0.161,40.565742,0.108,14.704,0.022,2,15.723,0.017,2, , ,0,15.009,0.045,2,14.242,0.017,2,13.81,0.052,2, , ,0, , ,0
140.899825,0.478,40.57033,0.202,16.002,0.065,1,17.296,0.142,1, , ,0,16.521,0.017,2,15.389,0.026,2,14.591,0.004,2, , ,0, , ,0
140.902106,0.386,40.582825,0.33, , ,0, , ,0, , ,0,17.462,0.11,1,17.065,0.179,1, , ,0, , ,0, , ,0
140.909709,0.403,40.669623,0.378,16.134,0.056,2,16.601,0.053,2, , ,0,16.259,0.023,2,16.028,0.046,2,15.918,0.112,2, , ,0, , ,0
140.914278,0.28,40.396599,0.163,15.058,0.011,2,15.727,0.009,2, , ,0,15.189,0.038,2,14.771,0.007,2,14.525,0.082,2, , ,0, , ,0
140.920045,0.476,40.345965,0.28,15.855,0.098,2,17.181,0.239,2, , ,0,16.326,0.007,2,15.286,0.009,2,14.624,0.006,2, , ,0, , ,0
140.926857,0.268,40.495471,0.619, , ,0, , ,0, , ,0,17.52,0.147,2,16.981,0.064,2, , ,0, , ,0, , ,0
140.928546,1.008,40.129853,0.288, , ,0, , ,0, , ,0,17.633,0.145,1,16.242,0.094,1,15.07,0.085,1, , ,0, , ,0
140.932119,0.082,40.119494,0.105,13.617,0.031,2,14.353,0.007,2, , ,0,13.77,0.033,2,13.327,0.01,2,13.062,0.029,2, , ,0, , ,0
140.932845,0.121,40.697002,0.076,13.776,0.028,2,14.443,0.022,2, , ,0,13.894,0.032,2,13.555,0.007,2,13.315,0.065,2, , ,0, , ,0
140.934906,0.091,40.205269,0.096,13.993,0.035,2,14.448,0.022,2, , ,0,13.982,0.036,2,13.86,0.032,2,13.74,0.077,2, , ,0, , ,0
140.937295,0.378,40.124967,0.226,15.559,0.012,2,16.067,0.096,2, , ,0,15.616,0.059,2,15.327,0.078,2,15.184,0.028,2, , ,0, , ,0
140.93814,0.837,40.255544,0.631, , ,0, , ,0, , ,0,16.975,0.025,2,16.618,0.062,2, , ,0, , ,0, , ,0
140.940227,0.046,40.485802,0.07,12.939,0.016,2,13.307,0.015,2, , ,0,12.882,0.034,2,12.844,0.006,2,12.746,0.039,2, , ,0, , ,0
140.942508,0.352,40.498225,0.555,17.006,0.175,1,17.497,0.19,1, , ,0,16.818,0.059,2,16.407,0.049,2,16.107,0.036,2, , ,0, , ,0
140.95424,0.292,40.72706,0.224,15.204,0.023,2,15.68,0.016,2, , ,0,15.239,0,2,15.018,0.022,2,14.827,0.116,2, , ,0, , ,0
140.958231,0.083,40.243928,0.08,13.645,0.017,2,14.297,0.026,2, , ,0,13.755,0.037,2,13.431,0.011,2,13.212,0.023,2, , ,0, , ,0
140.958318,0.261,40.250931,0.254,15.221,0.005,2,15.822,0.011,2, , ,0,15.308,0.038,2,14.992,0.019,2,14.808,0.042,2, , ,0, , ,0
140.958995,0.072,40.203488,0.138,13.663,0.045,2,14.154,0.006,2, , ,0,13.682,0.029,2,13.517,0.011,2,13.38,0.03,2, , ,0, , ,0
140.960442,0.26,40.134253,0.321,15.749,0.05,2,17.031,0.002,2, , ,0,16.079,0.041,2,15.217,0.021,2,14.797,0.126,2, , ,0, , ,0
140.962504,0.375,40.155169,0.111,10.191,0.021,2,10.803,0.009,2, , ,0,10.285,0.031,2,10.009,0.001,1, , ,0, , ,0, , ,0
140.964109,0.464,40.433454,0.276,16.017,0.023,2,16.682,0.086,2, , ,0,16.041,0.021,2,15.67,0.056,2,15.492,0.002,2, , ,0, , ,0
140.968515,0.405,40.06803,0.306,16.135,0.082,2,16.986,0.122,2, , ,0,16.287,0.063,2,15.79,0.087,2,15.368,0.154,2, , ,0, , ,0
140.968603,0.268,40.709952,0.298,14.868,0.033,2,15.521,0.031,2, , ,0,15.001,0.069,2,14.627,0.003,2,14.433,0.09,2, , ,0, , ,0
140.969162,0.29,40.71409,0.304,14.742,0.016,2,15.218,0.042,2, , ,0,14.74,0.021,2,14.607,0.055,2,14.395,0.135,2, , ,0, , ,0
140.969884,0.172,40.201998,0.334,15.399,0.007,2,15.802,0.024,2, , ,0,15.304,0.042,2,15.197,0.004,2,15.081,0.034,2, , ,0, , ,0
140.972492,0.466,40.423864,0.478,16.239,0.038,2,17.154,0.011,2, , ,0,16.325,0.028,2,15.867,0.024,2,15.741,0.187,2, , ,0, , ,0
140.974832,0.094,40.103991,0.217,14.378,0.027,2,14.817,0.008,2, , ,0,14.363,0.028,2,14.231,0.025,2,14.104,0.003,2, , ,0, , ,0
140.977921,0.499,40.677252,0.468, , ,0, , ,0, , ,0,17.325,0.192,2,16.341,0.057,2,15.105,0.092,2, , ,0, , ,0
140.978663,0.457,40.326758,0.397,16.467,0.025,2,17.001,0.05,2, , ,0,16.461,0.033,2,16.197,0.015,2,15.865,0.036,2, , ,0, , ,0
140.979932,0.278,40.081389,0.333,13.614,0.015,2,14.292,0.014,2, , ,0,13.739,0.029,2,13.389,0.005,2,13.132,0.058,2, , ,0, , ,0
140.982818,0.389,40.365934,0.47,16.574,0.082,2,17.54,0.027,2, , ,0,16.936,0.065,2,16.28,0.154,2,15.689,0.002,2, , ,0, , ,0
140.984282,0.529,40.077909,0.64,16.173,0.068,1,16.846,0.106,1, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0
140.990055,0.387,40.592634,0.391,16.583,0.113,2,17.221,0.016,2, , ,0,16.561,0.072,2,16.261,0.02,2,16.223,0.102,2, , ,0, , ,0
140.991284,0.524,40.265621,0.436,16.104,0.03,2,16.909,0.02,2, , ,0,16.262,0.088,2,15.857,0.042,2,15.443,0.017,2, , ,0, , ,0
140.992447,0.249,40.304301,0.196,14.618,0.044,2,15.49,0.027,2, , ,0,14.879,0.019,2,14.243,0.005,2,13.917,0.006,2, , ,0, , ,0
140.994086,0.066,40.146421,0.074,13.112,0.034,2,13.662,0.012,2, , ,0,13.162,0.034,2,12.939,0.003,2,12.765,0.037,2, , ,0, , ,0
140.997817,0.36,40.306937,0.353,15.024,0.016,2,15.542,0.017,2, , ,0,15.091,0.032,2,14.934,0.003,2,14.824,0.074,2, , ,0, , ,0
140.998934,0.479,40.732826,0.488,16.995,0.17,1,17.579,0.198,1, , ,0,16.905,0.143,2,16.532,0.007,2,15.918,0.164,1, , ,0, , ,0
141.000676,0.372,40.698127,0.361,16.243,0.084,2,16.666,0.118,2, , ,0,16.23,0.036,2,15.949,0.035,2,15.652,0.11,2, , ,0, , ,0
141.000852,0.483,40.1575,0.338,16.191,0.078,2,16.81,0.092,2, , ,0,16.306,0.076,2,15.811,0.025,2,15.702,0.029,2, , ,0, , ,0
141.004025,0.107,40.675734,0.258,15.251,0.02,2,15.864,0.023,2, , ,0,15.342,0.049,2,15.015,0.002,2,14.708,0.058,2, , ,0, , ,0
141.004795,0.545,40.582611,0.469, , ,0, , ,0, , ,0,17.026,0.083,1,16.089,0.079,1,15.36,0.115,1, , ,0, , ,0
141.007071,0.733,40.099819,0.388, , ,0, , ,0, , ,0,17.58,0.133,1,16.834,0.134,1,15.625,0.126,1, , ,0, , ,0
141.010458,0.135,40.56375,0.116,13.777,0.042,2,14.447,0.005,2, , ,0,13.904,0.033,2,13.545,0.025,2,13.355,0.035,2, , ,0, , ,0
141.011717,0.5,40.736571,0.384,16.33,0.016,2,17.454,0.027,2, , ,0,16.681,0.039,2,16.079,0.019,2,15.768,0.041,2, , ,0, , ,0
141.01649,0.13,40.306079,0.187,14.534,0.023,2,14.99,0.005,2, , ,0,14.551,0.033,2,14.437,0.035,2,14.309,0.062,2, , ,0, , ,0
141.022336,0.644,40.629268,0.591, , ,0, , ,0, , ,0,17.493,0.019,2,17.096,0.102,2, , ,0, , ,0, , ,0
141.026598,0.072,40.262707,0.108,13.752,0.027,2,14.604,0.003,2, , ,0,13.979,0.025,2,13.432,0.005,2,13.175,0.037,2, , ,0, , ,0
141.026894,0.108,40.157127,0.164,14.684,0.015,2,15.474,0.006,2, , ,0,14.917,0.016,2,14.303,0.009,2,13.987,0.04,2, , ,0, , ,0
141.028234,0.504,40.694786,0.321,16.444,0.109,2,16.87,0.045,2, , ,0,16.407,0.043,2,16.356,0.036,2,16.294,0.1,2, , ,0, , ,0
141.031922,0.536,40.211567,0.417, , ,0, , ,0, , ,0,17.157,0.083,2,16.089,0.04,2,15.571,0.079,2, , ,0, , ,0
141.03378,0.237,40.486397,0.359,15.229,0.044,2,16.601,0.014,2, , ,0,15.769,0.033,2,14.582,0.024,2,13.677,0,2, , ,0, , ,0
141.038261,0.06,40.563461,0.073,13.562,0.026,2,14.219,0.005,2, , ,0,13.67,0.04,2,13.34,0.018,2,13.11,0.037,2, , ,0, , ,0
141.040649,0.365,40.253805,0.275,16.24,0.079,1,17.2,0.138,1, , ,0,16.611,0.046,2,15.558,0.056,2,14.729,0.062,2, , ,0, , ,0
141.041879,0.556,40.054375,0.35,16.57,0.106,1,17.52,0.19,1, , ,0,16.807,0.041,2,16.213,0.029,2,15.912,0.151,2, , ,0, , ,0
141.043145,0.662,40.693019,0.331, , ,0, , ,0, , ,0,17.198,0.033,2,16.406,0.003,2,16.217,0.226,2, , ,0, , ,0
141.04799,0.579,40.7178,0.553,16.647,0.094,2,17.384,0.023,2, , ,0,16.904,0.08,2,16.542,0.084,2,16.129,0.174,2, , ,0, , ,0
141.050216,0.361,40.064689,0.161,14.542,0.022,2,15.076,0.043,2, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0
141.050993,0.507,40.564477,0.273,16.489,0.108,1,17.475,0.176,1, , ,0,16.977,0.006,2,16.155,0.028,2,15.619,0.065,2, , ,0, , ,0
141.052882,0.121,40.07002,0.393,10.491,0.022,2,11.517,0.012,2, , ,0,10.863,0.02,2,10.032,0.01,2, , ,0, , ,0, , ,0
141.054866,0.312,40.30032,0.377,15.678,0.059,2,16.168,0.047,2, , ,0,15.733,0.032,2,15.467,0.007,2,15.138,0.026,2, , ,0, , ,0
141.057434,0.674,40.774646,0.494,17.407,0.236,1,17.918,0.258,1, , ,0,17.456,0.114,1,16.731,0.136,1, , ,0, , ,0, , ,0
141.057628,0.452,40.63756,0.541,16.079,0.071,1,16.734,0.093,1, , ,0,16.163,0.067,2,15.923,0.066,1,15.495,0.025,2, , ,0, , ,0
141.058527,0.592,40.3917,0.428,16.017,0.04,2,16.749,0.016,2, , ,0,16.239,0.065,2,15.579,0.007,2,15.28,0.128,2, , ,0, , ,0
141.07027,0.123,40.59248,0.101,13.994,0.038,2,14.557,0.002,2, , ,0,14.052,0.042,2,13.804,0.014,2,13.617,0.038,2, , ,0, , ,0
141.082143,0.275,40.756399,0.343,16.159,0.049,2,17.186,0.059,2, , ,0,16.715,0.015,2,15.615,0.055,2,15.02,0.208,2, , ,0, , ,0
141.085855,0.369,40.596339,0.418,16.237,0.007,2,16.579,0.067,2, , ,0,16.122,0.015,2,16.045,0.009,2,15.721,0.053,2, , ,0, , ,0
141.086689,0.597,40.302524,0.516, , ,0, , ,0, , ,0,17.417,0.02,2,16.57,0.114,2,15.942,0.176,1, , ,0, , ,0
141.08746,0.068,40.604851,0.075,13.572,0.012,2,14.118,0.02,2, , ,0,13.611,0.038,2,13.427,0.015,2,13.238,0.067,2, , ,0, , ,0
141.090603,0.336,40.624483,0.288,15.022,0.04,2,15.847,0.027,2, , ,0,15.244,0.029,2,14.669,0.012,2,14.282,0.086,2, , ,0, , ,0
141.095127,0.681,40.682585,0.491,16.279,0.084,1,16.959,0.119,1, , ,0,16.548,0.011,2,15.825,0.01,2,15.271,0.028,2, , ,0, , ,0
141.102952,0.561,40.761116,0.583, , ,0, , ,0, , ,0,17.338,0.089,2,16.734,0.008,2,16.281,0.017,2, , ,0, , ,0
141.104029,0.508,40.4548,0.403, , ,0, , ,0, , ,0,17.436,0.006,2,16.116,0.069,2,15.477,0.067,2, , ,0, , ,0
141.1111,0.409,40.312049,0.687,17.378,0.194,1,17.379,0.165,1, , ,0, , ,0, , ,0, , ,0, , ,0, , ,0
141.112047,0.08,40.176239,0.08,13.069,0.018,2,13.712,0.007,2, , ,0,13.158,0.031,2,12.831,0.005,2,12.602,0.048,2, , ,0, , ,0
141.12001,0.037,40.549675,0.077,12.133,0.027,2,13.007,0.003,2, , ,0,12.361,0.029,2,11.836,0.007,2,11.538,0.041,2, , ,0, , ,0
141.121901,0.409,40.041008,0.309,15.67,0.012,2,16.922,0.093,2, , ,0,16.286,0.017,2,15.096,0.001,2,14.491,0.001,2, , ,0, , ,0
141.12332,0.126,40.145435,0.148,14.58,0.018,2,15.352,0.021,2, , ,0,14.738,0.025,2,14.252,0.012,2,13.942,0.055,2, , ,0, , ,0
141.13117,0.837,40.219666,0.802, , ,0, , ,0, , ,0,17.573,0.026,2,17.211,0.037,2, , ,0, , ,0, , ,0
141.137527,0.117,40.738665,0.115,13.672,0.018,2,14.149,0.027,2, , ,0,13.695,0.038,2,13.54,0.025,2,13.44,0.056,2, , ,0, , ,0
141.13822,0.615,40.112645,0.506,17.051,0.144,1,17.451,0.176,1, , ,0,17.597,0.132,1,16.857,0.144,1, , ,0, , ,0, , ,0
141.140177,0.178,40.756293,0.188,14.644,0.007,2,15.268,0.003,2, , ,0,14.725,0.038,2,14.447,0.001,2,14.216,0.021,2, , ,0, , ,0
141.141242,0.595,40.321764,0.627,17.143,0.117,2,17.566,0.054,2, , ,0,17.176,0.025,2,17.033,0.03,2, , ,0, , ,0, , ,0
141.144618,0.54,40.279342,0.585,16.997,0.001,2,17.498,0.261,2, , ,0,17.022,0.056,2,16.987,0.059,2, , ,0, , ,0, , ,0
141.147707,0.578,40.227452,0.697, , ,0, , ,0, , ,0,17.2,0.103,1,16.986,0.155,1, , ,0, , ,0, , ,0
141.15695,0.316,40.132889,0.287,15.636,0.022,2,16.034,0.038,2, , ,0,15.611,0.022,2,15.439,0.006,2,15.327,0.025,2, , ,0, , ,0
141.157009,0.164,40.40067,0.2,14.358,0.033,2,15.616,0.023,2, , ,0,14.846,0.007,2,13.753,0.003,2,13.173,0.001,2, , ,0, , ,0
141.158426,0.686,40.076051,0.476, , ,0, , ,0, , ,0,17.297,0.101,1,17.374,0.211,1, , ,0, , ,0, , ,0
141.16021,0.057,40.714768,0.082,11.161,0.027,2,11.604,0.014,2, , ,0,11.164,0.049,2,11.062,0.017,2,10.922,0.049,2, , ,0, , ,0
141.160244,0.394,40.507802,0.375, , ,0, , ,0, , ,0,17.387,0.111,1,16.468,0.108,1,14.793,0.071,1, , ,0, , ,0
141.162046,0.598,40.771132,0.363, , ,0, , ,0, , ,0,17.426,0.095,2,16.092,0.064,2,15.51,0.059,2, , ,0, , ,0
141.16297,0.132,40.281654,0.204,14.842,0.063,2,15.511,0.017,2, , ,0,14.893,0.053,2,14.583,0.01,2,14.361,0.018,2, , ,0, , ,0
141.165582,0.605,40.28759,0.302,16.865,0.05,2,17.355,0.016,2, , ,0,16.902,0.065,2,16.644,0.113,2, , ,0, , ,0, , ,0
141.166579,0.059,40.534928,0.06,13.092,0.036,2,13.755,0.01,2, , ,0,13.206,0.043,2,12.876,0.004,2,12.672,0.04,2, , ,0, , ,0
141.173629,0.316,40.060427,0.595,16.696,0.001,2,17.264,0.127,2, , ,0,16.864,0.069,2,16.523,0.011,2,16.085,0.024,2, , ,0, , ,0
141.17713,0.481,40.205268,0.526,16.039,0.015,2,17.194,0.135,2, , ,0,16.472,0.052,2,15.526,0.025,2,15.057,0.006,2, , ,0, , ,0
141.177437,0.463,40.184798,0.386,15.931,0.003,2,17.113,0.047,2, , ,0,16.33,0.002,2,15.654,0.036,2,15.249,0.029,2, , ,0, , ,0
141.18164,0.378,40.370209,0.428,16.748,0.017,2,16.791,0.056,2, , ,0,16.604,0.045,2,16.508,0.033,2, , ,0, , ,0, , ,0
141.182468,0.297,40.377494,0.359,15.98,0.002,2,16.469,0.007,2, , ,0,16.02,0.038,2,15.768,0.006,2,15.474,0.09,2, , ,0, , ,0
141.183275,0.514,40.630891,0.64, , ,0, , ,0, , ,0,17.432,0.012,2,17.035,0.045,2, , ,0, , ,0, , ,0
141.187267,0.89,40.435717,0.669,16.829,0.039,2,17.317,0.157,2, , ,0,16.763,0.061,2,16.762,0.099,2, , ,0, , ,0, , ,0
141.190434,0.528,40.50527,0.757, , ,0, , ,0, , ,0,17.945,0.19,1,17.372,0.233,1, , ,0, , ,0, , ,0
141.197276,0.122,40.2492,0.126,14.58,0.002,2,15.113,0.024,2, , ,0,14.638,0.035,2,14.374,0.01,2,14.188,0.076,2, , ,0, , ,0
141.198447,0.752,40.085918,0.677, , ,0, , ,0, , ,0,17.424,0.059,2,16.724,0.048,2, , ,0, , ,0, , ,0
141.199739,0.685,40.437751,0.518,16.726,0.158,2,17.346,0.321,2, , ,0,16.743,0.031,2,16.602,0.021,2, , ,0, , ,0, , ,0
141.200007,0.061,40.214246,0.078,12.57,0.034,2,13.092,0.012,2, , ,0,12.609,0.035,2,12.407,0.013,2,12.228,0.042,2, , ,0, , ,0
141.201851,0.114,40.748699,0.164,14.525,0.028,2,15.03,0.014,2, , ,0,14.566,0.046,2,14.384,0.006,2,14.214,0.012,2, , ,0, , ,0
141.205661,0.428,40.444675,0.349,15.841,0.017,2,16.662,0.024,2, , ,0,15.996,0.071,2,15.398,0.012,2,14.985,0.011,2, , ,0, , ,0
141.205784,0.435,40.17139,0.478,17.031,0.089,2,17.426,0.029,2, , ,0,17.098,0.001,2,16.64,0.14,2,16.35,0.231,1, , ,0, , ,0
141.205813,0.147,40.133131,0.133,14.7,0.012,2,15.218,0.037,2, , ,0,14.726,0.013,2,14.512,0.014,2,14.409,0.103,2, , ,0, , ,0
141.207622,0.628,40.647848,0.613, , ,0, , ,0, , ,0,16.96,0.071,1,16.456,0.099,1, , ,0, , ,0, , ,0
141.214853,0.493,40.180109,0.374, , ,0, , ,0, , ,0,17.069,0.029,2,16.379,0.01,2,16.21,0.174,2, , ,0, , ,0
141.216345,0.29,40.755396,0.243,15.729,0.114,2,16.466,0.005,2, , ,0,15.853,0.037,2,15.359,0.023,2,15.042,0.047,2, , ,0, , ,0
141.218591,0.362,40.616877,0.355,15.874,0.031,2,16.4,0.09,2, , ,0,15.848,0.027,2,15.634,0.013,2,15.507,0.161,2, , ,0, , ,0
141.225126,0.108,40.330213,0.108,13.945,0.035,2,14.463,0.01,2, , ,0,13.963,0.023,2,13.774,0.015,2,13.668,0.06,2, , ,0, , ,0
141.226098,0.176,40.074354,0.112,14.562,0.026,2,15.573,0.024,2, , ,0,14.874,0.023,2,14.094,0.003,2,13.719,0.043,2, , ,0, , ,0
141.231369,0.306,40.258011,0.478, , ,0, , ,0, , ,0,17.894,0.173,1,16.996,0.161,1, , ,0, , ,0, , ,0
141.233238,0.064,40.17655,0.154,13.1,0.026,2,14.209,0.01,2, , ,0,13.51,0.016,2,12.593,0,2,12.122,0.039,2, , ,0, , ,0
141.233838,0.271,40.327307,0.274,15.282,0.071,2,16.197,0.007,2, , ,0,15.55,0.029,2,14.804,0.029,2,14.371,0.017,2, , ,0, , ,0
141.236243,0.363,40.399845,0.258,15.441,0.063,2,15.848,0.055,2, , ,0,15.468,0.035,2,15.241,0.032,2,15.12,0.052,2, , ,0, , ,0
141.238598,0.155,40.5334,0.195,15.01,0.029,2,15.524,0.021,2, , ,0,15.05,0.068,2,14.907,0.003,2,14.653,0.054,2, , ,0, , ,0
141.24214,0.076,40.167723,0.092,13.248,0.023,2,14.09,0.004,2, , ,0,13.465,0.026,2,12.941,0,2,12.654,0.047,2, , ,0, , ,0
141.244105,0.163,40.788503,0.192,14.844,0.024,2,15.346,0.025,2, , ,0,14.855,0.03,2,14.718,0.015,2,14.569,0.075,2, , ,0, , ,0
141.248474,0.426,40.75065,0.437,16.6,0.005,2,17.523,0.179,2, , ,0,16.813,0.001,2,16.284,0.001,2,15.949,0.109,2, , ,0, , ,0
141.261843,0.116,40.172327,0.143,14.626,0.027,2,15.204,0.005,2, , ,0,14.679,0.026,2,14.371,0.024,2,14.181,0.064,2, , ,0, , ,0
141.268141,0.428,40.753738,0.4,16.182,0.009,2,17.028,0.023,2, , ,0,16.397,0.026,2,15.793,0.063,2,15.406,0.053,2, , ,0, , ,0
141.269282,0.841,40.765625,0.817, , ,0, , ,0, , ,0,17.347,0.092,2,16.557,0.152,2,15.971,0.222,2, , ,0, , ,0
141.272986,0.571,40.379557,0.659, , ,0, , ,0, , ,0,17.709,0.007,2,17.072,0.061,2, , ,0, , ,0, , ,0
141.275064,0.242,40.599451,0.212,15.45,0.055,2,16.182,0.067,2, , ,0,15.586,0.033,2,15.265,0.024,2,15.028,0.062,2, , ,0, , ,0
141.285105,0.461,40.017251,0.355,17.123,0.154,1,17.297,0.16,1, , ,0,17.067,0.089,2,16.969,0.155,2, , ,0, , ,0, , ,0
141.287059,0.115,40.67178,0.119,14.531,0.026,2,15.308,0.005,2, , ,0,14.706,0.022,2,14.24,0.007,2,13.932,0.067,2, , ,0, , ,0
141.288315,0.503,40.477102,0.364,16.962,0.082,2,17.132,0.077,2, , ,0,17.02,0.058,2,17.004,0.056,2, , ,0, , ,0, , ,0
141.291122,0.463,40.293499,0.448,16.286,0.023,2,17.179,0.041,2, , ,0,16.579,0.034,2,16.113,0.085,2,15.885,0.054,2, , ,0, , ,0
141.30093,0.228,40.669067,0.294,15.67,0.011,2,16.594,0.096,2, , ,0,15.907,0.043,2,15.353,0.021,2,15.03,0.014,2, , ,0, , ,0
141.301436,0.387,40.418178,0.282,15.921,0.07,2,16.606,0.063,2, , ,0,16.062,0.054,2,15.719,0.004,2,15.421,0.145,2, , ,0, , ,0
141.302145,0.12,40.585759,0.189,14.904,0.03,2,15.384,0.009,2, , ,0,14.936,0.055,2,14.724,0.036,2,14.59,0.039,2, , ,0, , ,0
141.303503,0.218,40.561598,0.187,15.547,0.026,2,16.182,0.039,2, , ,0,15.654,0.045,2,15.266,0.002,2,15.138,0.067,2, , ,0, , ,0
141.304728,0.346,40.136453,0.365,13.635,0.018,2,14.434,0.003,2, , ,0,13.824,0.031,2,13.315,0.003,2,13.094,0.034,2, , ,0, , ,0
141.308302,0.465,40.166732,0.6, , ,0, , ,0, , ,0,17.669,0.136,1,16.629,0.117,1,15.884,0.157,1, , ,0, , ,0
141.313585,0.069,40.514229,0.082,13.391,0.025,2,13.994,0.013,2, , ,0,13.467,0.042,2,13.241,0.006,2,13.029,0.031,2, , ,0, , ,0
141.316228,0.32,40.672691,1.019, , ,0, , ,0, , ,0,17.777,0.151,1,17.012,0.175,1, , ,0, , ,0, , ,0
141.318522,0.302,40.729636,0.416,16.2,0.042,2,16.804,0.017,2, , ,0,16.361,0.001,2,16.122,0.005,2,16.054,0.297,2, , ,0, , ,0
141.318744,0.124,40.560885,0.194,13.783,0.017,2,14.357,0.033,2, , ,0,13.835,0.037,2,13.59,0.003,2,13.397,0.084,2, , ,0, , ,0
141.320202,0.049,40.455875,0.111,10.957,0.028,2,11.963,0.017,2, , ,0,11.264,0.032,2,10.61,0.015,2,10.235,0.041,2, , ,0, , ,0
141.322126,0.383,40.404179,0.437, , ,0, , ,0, , ,0,17.359,0.022,2,16.087,0.054,2,15.253,0.01,2, , ,0, , ,0
141.325338,0.333,40.466704,0.411,15.917,0.069,2,16.671,0.053,2, , ,0,16.104,0.015,2,15.636,0.003,2,15.306,0.029,2, , ,0, , ,0
141.330622,0.313,40.150983,0.328,16.257,0.074,1,16.925,0.112,1, , ,0,16.337,0.018,2,16.013,0.043,2,15.765,0.088,2, , ,0, , ,0
141.335846,0.574,40.049598,0.444,16.448,0.093,2,17.31,0.063,2, , ,0,16.76,0.072,2,16.032,0.029,2,15.977,0.04,2, , ,0, , ,0
141.338591,0.386,40.287303,0.626, , ,0, , ,0, , ,0,17.245,0.107,1,16.835,0.14,1, , ,0, , ,0, , ,0
141.340232,0.623,40.749688,0.284,16.018,0.012,2,16.578,0.027,2, , ,0,16.162,0.052,2,15.836,0.019,2,15.457,0.023,2, , ,0, , ,0
141.34224,0.431,40.160275,0.51,16.719,0.046,2,17.138,0.059,2, , ,0,16.712,0.083,2,16.517,0.135,2,16.453,0.136,2, , ,0, , ,0
141.342775,0.086,40.688944,0.118,14.389,0.045,2,15.011,0.016,2, , ,0,14.463,0.06,2,14.192,0.029,2,14.005,0.014,2, , ,0, , ,0
